year,survey_hint,prefix_hint,dict_file,row_count
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/SAL2011_A_Dict/sal2011_a.xls,1
2011,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EAP2011_Dict/eap2011.xls,7
2011,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,135
2011,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,178
2011,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F3_Dict/f1011_f3.xls,31
2011,F,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/S2011_F_Dict/s2011_f.xls,1
2011,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EF2011A_Dict/ef2011a.xls,34
2011,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EF2011B_Dict/ef2011b.xls,11
2011,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EF2011C_Dict/ef2011c.xls,4
2011,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EF2011D_Dict/ef2011d.xls,13
2011,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,26
2011,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,18
2011,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F3_Dict/f1011_f3.xls,4
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EF2011D_Dict/ef2011d.xls,1
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/FLAGS2011_Dict/flags2011.xls,1
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/GR2011_Dict/gr2011.xls,33
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/GR2011_L2_Dict/gr2011_l2.xls,8
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/HD2011_Dict/hd2011.xls,1
2011,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/SFA1011_Dict/sfa1011.xls,105
2011,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_Dict/ic2011.xls,6
2011,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_AY_Dict/ic2011_ay.xls,6
2011,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/S2011_ABD_Dict/s2011_abd.xls,30
2011,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/HD2011_Dict/hd2011.xls,43
2011,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/HD2011_Dict/hd2011.xls,1
2011,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_AY_Dict/ic2011_ay.xls,48
2011,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_Dict/ic2011.xls,103
2011,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_PY_Dict/ic2011_py.xls,20
2011,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/FLAGS2011_Dict/flags2011.xls,79
2011,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/S2011_ABD_Dict/s2011_abd.xls,2
2011,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/S2011_CN_Dict/s2011_cn.xls,1
2011,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/S2011_G_Dict/s2011_g.xls,2
2011,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/SAL2011_A_Dict/sal2011_a.xls,10
2011,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/SAL2011_Faculty_Dict/sal2011_faculty.xls,8
2011,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/SFA1011_Dict/sfa1011.xls,218
2012,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EFFY2012_Dict/effy2012.xls,33
2012,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EFIA2012_Dict/efia2012.xls,6
2012,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_Dict/ic2012.xls,1
2012,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/HD2012_Dict/hd2012.xls,1
2012,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_Dict/ic2012.xls,12
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/C2012_A_Dict/c2012_a.xls,34
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/C2012_B_Dict/c2012_b.xls,30
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/C2012_C_Dict/c2012_c.xls,7
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012CP_Dict/ef2012cp.xlsx,1
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EFIA2012_Dict/efia2012.xls,3
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/FLAGS2012_Dict/flags2012.xlsx,1
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/GR2012_Dict/gr2012.xls,2
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/HD2012_Dict/hd2012.xls,19
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_AY_Dict/ic2012_ay.xls,84
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_Dict/ic2012.xls,10
2012,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_PY_Dict/ic2012_py.xls,56
2012,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EAP2012_Dict/eap2012.xlsx,12
2012,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F1A_Dict/f1112_f1a.xlsx,135
2012,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F2_Dict/f1112_f2.xlsx,179
2012,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F3_Dict/f1112_f3.xlsx,31
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012A_DIST_Dict/ef2012a_dist.xlsx,10
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012A_Dict/ef2012a.xlsx,34
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012B_Dict/ef2012b.xlsx,11
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012CP_Dict/ef2012cp.xlsx,3
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012C_Dict/ef2012c.xlsx,4
2012,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012D_Dict/ef2012d.xlsx,13
2012,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F1A_Dict/f1112_f1a.xlsx,26
2012,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F2_Dict/f1112_f2.xlsx,18
2012,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/F1112_F3_Dict/f1112_f3.xlsx,4
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/EF2012D_Dict/ef2012d.xlsx,1
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/FLAGS2012_Dict/flags2012.xlsx,1
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/GR2012_Dict/gr2012.xls,33
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/GR2012_L2_Dict/gr2012_l2.xls,8
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/HD2012_Dict/hd2012.xls,1
2012,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/SFA1112_Dict/sfa1112.xls,105
2012,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_Dict/ic2012.xls,6
2012,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_AY_Dict/ic2012_ay.xls,6
2012,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/S2012_IS_Dict/s2012_is.xlsx,30
2012,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/HD2012_Dict/hd2012.xls,42
2012,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/HD2012_Dict/hd2012.xls,1
2012,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_AY_Dict/ic2012_ay.xls,48
2012,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_Dict/ic2012.xls,107
2012,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/IC2012_PY_Dict/ic2012_py.xls,16
2012,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/FLAGS2012_Dict/flags2012.xlsx,80
2012,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/S2012_IS_Dict/s2012_is.xlsx,2
2012,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/S2012_NH_Dict/s2012_nh.xlsx,2
2012,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/S2012_OC_Dict/s2012_oc.xlsx,4
2012,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/S2012_SIS_Dict/s2012_sis.xlsx,7
2012,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/SAL2012_IS_Dict/sal2012_is.xlsx,24
2012,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/SAL2012_NIS_Dict/sal2012_nis.xlsx,28
2012,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2012/SFA1112_Dict/sfa1112.xls,218
2013,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EFFY2013_Dict/effy2013.xlsx,33
2013,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EFIA2013_Dict/efia2013.xlsx,6
2013,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_Dict/ic2013.xlsx,1
2013,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/HD2013_Dict/hd2013.xlsx,1
2013,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_Dict/ic2013.xlsx,12
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/C2013DEP_Dict/c2013dep.xlsx,25
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/C2013_A_Dict/c2013_a.xlsx,33
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/C2013_B_Dict/c2013_b.xlsx,30
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/C2013_C_Dict/c2013_c.xlsx,6
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EFIA2013_Dict/efia2013.xlsx,3
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/FLAGS2013_Dict/flags2013.xlsx,1
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/GR2013_Dict/gr2013.xlsx,2
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/HD2013_Dict/hd2013.xlsx,19
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_AY_Dict/ic2013_ay.xls,66
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_Dict/ic2013.xlsx,10
2013,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_PY_Dict/ic2013_py.xls,52
2013,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EAP2013_Dict/eap2013.xlsx,12
2013,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F1A_Dict/f1213_f1a.xlsx,135
2013,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F2_Dict/f1213_f2.xlsx,179
2013,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F3_Dict/f1213_f3.xlsx,31
2013,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013A_DIST_Dict/ef2013a_dist.xlsx,10
2013,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013A_Dict/ef2013a.xlsx,34
2013,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013B_Dict/ef2013b.xlsx,11
2013,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013C_Dict/ef2013c.xlsx,4
2013,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013D_Dict/ef2013d.xlsx,13
2013,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F1A_Dict/f1213_f1a.xlsx,26
2013,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F2_Dict/f1213_f2.xlsx,18
2013,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/F1213_F3_Dict/f1213_f3.xlsx,4
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/EF2013D_Dict/ef2013d.xlsx,1
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/FLAGS2013_Dict/flags2013.xlsx,1
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/GR2013_Dict/gr2013.xlsx,33
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/GR2013_L2_Dict/gr2013_l2.xlsx,8
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/HD2013_Dict/hd2013.xlsx,1
2013,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/SFA1213_Dict/sfa1213.xlsx,105
2013,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_Dict/ic2013.xlsx,6
2013,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_AY_Dict/ic2013_ay.xls,6
2013,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/S2013_IS_Dict/s2013_is.xlsx,30
2013,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/HD2013_Dict/hd2013.xlsx,45
2013,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/HD2013_Dict/hd2013.xlsx,1
2013,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_AY_Dict/ic2013_ay.xls,48
2013,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_Dict/ic2013.xlsx,107
2013,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/IC2013_PY_Dict/ic2013_py.xls,16
2013,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/FLAGS2013_Dict/flags2013.xlsx,81
2013,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/S2013_IS_Dict/s2013_is.xlsx,2
2013,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/S2013_NH_Dict/s2013_nh.xlsx,2
2013,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/S2013_OC_Dict/s2013_oc.xlsx,4
2013,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/S2013_SIS_Dict/s2013_sis.xlsx,7
2013,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/SAL2013_IS_Dict/sal2013_is.xlsx,24
2013,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/SAL2013_NIS_Dict/sal2013_nis.xlsx,28
2013,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2013/SFA1213_Dict/sfa1213.xlsx,218
2014,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EFFY2014_Dict/effy2014.xlsx,33
2014,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EFIA2014_Dict/efia2014.xlsx,6
2014,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/AL2014_Dict/al2014.xlsx,26
2014,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_Dict/ic2014.xlsx,1
2014,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/ADM2014_Dict/adm2014.xlsx,42
2014,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/HD2014_Dict/hd2014.xlsx,1
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014DEP_Dict/c2014dep.xlsx,25
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_A_Dict/c2014_a.xlsx,33
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_B_Dict/c2014_b.xlsx,30
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_C_Dict/c2014_c.xlsx,6
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014CP_Dict/ef2014cp.xlsx,1
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EFIA2014_Dict/efia2014.xlsx,3
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/FLAGS2014_Dict/flags2014.xlsx,1
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/GR2014_Dict/gr2014.xlsx,2
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/HD2014_Dict/hd2014.xlsx,19
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_AY_Dict/ic2014_ay.xlsx,66
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_Dict/ic2014.xlsx,10
2014,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_PY_Dict/ic2014_py.xlsx,52
2014,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EAP2014_Dict/eap2014.xlsx,12
2014,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F1A_Dict/f1314_f1a.xlsx,135
2014,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F2_Dict/f1314_f2.xlsx,179
2014,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F3_Dict/f1314_f3.xlsx,114
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_DIST_Dict/ef2014a_dist.xlsx,10
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_Dict/ef2014a.xlsx,34
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014B_Dict/ef2014b.xlsx,11
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014CP_Dict/ef2014cp.xlsx,3
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014C_Dict/ef2014c.xlsx,4
2014,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014D_Dict/ef2014d.xlsx,13
2014,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F1A_Dict/f1314_f1a.xlsx,26
2014,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F2_Dict/f1314_f2.xlsx,18
2014,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F3_Dict/f1314_f3.xlsx,16
2014,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014D_Dict/ef2014d.xlsx,1
2014,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/GR2014_Dict/gr2014.xlsx,33
2014,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/GR2014_L2_Dict/gr2014_l2.xlsx,8
2014,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/HD2014_Dict/hd2014.xlsx,1
2014,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/SFA1314_Dict/sfa1314.xlsx,105
2014,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_Dict/ic2014.xlsx,6
2014,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_AY_Dict/ic2014_ay.xlsx,6
2014,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,30
2014,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/HD2014_Dict/hd2014.xlsx,46
2014,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/HD2014_Dict/hd2014.xlsx,1
2014,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_AY_Dict/ic2014_ay.xlsx,48
2014,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_Dict/ic2014.xlsx,81
2014,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_PY_Dict/ic2014_py.xlsx,16
2014,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/FLAGS2014_Dict/flags2014.xlsx,93
2014,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,2
2014,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_NH_Dict/s2014_nh.xlsx,2
2014,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_OC_Dict/s2014_oc.xlsx,4
