source_var,source_label,table_name,data_filename,year,dict_file,dict_filename,filename,source_label_norm,source_var_norm,table_name_norm,prefix_hint,prefix_token,release,survey_hint,dict_row_sha256
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/FLAGS2014_Dict/flags2014.xlsx,flags2014.xlsx,flags2014.xlsx,unique identification number of the institution,unitid,<na>,LAGS,LAGS,,LAGS,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EFIA2014_Dict/efia2014.xlsx,efia2014.xlsx,efia2014.xlsx,unique identification number of the institution,unitid,<na>,EFIA,EFIA,,12MonthEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_AY_Dict/ic2014_ay.xlsx,ic2014_ay.xlsx,ic2014_ay.xlsx,unique identification number of the institution,unitid,<na>,IC,IC,,InstitutionalCharacteristics,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/SAL2014_IS_Dict/sal2014_is.xlsx,sal2014_is.xlsx,sal2014_is.xlsx,unique identification number of the institution,unitid,<na>,SAL,SAL,,SAL,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_NH_Dict/s2014_nh.xlsx,s2014_nh.xlsx,s2014_nh.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EAP2014_Dict/eap2014.xlsx,eap2014.xlsx,eap2014.xlsx,unique identification number of the institution,unitid,<na>,EAP,EAP,,EAP,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_DIST_Dict/ef2014a_dist.xlsx,ef2014a_dist.xlsx,ef2014a_dist.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_OC_Dict/s2014_oc.xlsx,s2014_oc.xlsx,s2014_oc.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014DEP_Dict/c2014dep.xlsx,c2014dep.xlsx,c2014dep.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014D_Dict/ef2014d.xlsx,ef2014d.xlsx,ef2014d.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EFFY2014_Dict/effy2014.xlsx,effy2014.xlsx,effy2014.xlsx,unique identification number of the institution,unitid,<na>,EFFY,EFFY,,12MonthEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F1A_Dict/f1314_f1a.xlsx,f1314_f1a.xlsx,f1314_f1a.xlsx,unique identification number of the institution,unitid,<na>,F,F,,F,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/IC2014_PY_Dict/ic2014_py.xlsx,ic2014_py.xlsx,ic2014_py.xlsx,unique identification number of the institution,unitid,<na>,IC,IC,,InstitutionalCharacteristics,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/ADM2014_Dict/adm2014.xlsx,adm2014.xlsx,adm2014.xlsx,unique identification number of the institution,unitid,<na>,ADM,ADM,,Admissions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/SAL2014_NIS_Dict/sal2014_nis.xlsx,sal2014_nis.xlsx,sal2014_nis.xlsx,unique identification number of the institution,unitid,<na>,SAL,SAL,,SAL,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/SFAV1314_Dict/sfav1314.xlsx,sfav1314.xlsx,sfav1314.xlsx,unique identification number of the institution,unitid,<na>,SFAV,SFAV,,StudentFinancialAid,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_B_Dict/c2014_b.xlsx,c2014_b.xlsx,c2014_b.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_Dict/ef2014a.xlsx,ef2014a.xlsx,ef2014a.xlsx,unique identification number of the institution,unitid,<na>,EF,EF,,FallEnrollment,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F3_Dict/f1314_f3.xlsx,f1314_f3.xlsx,f1314_f3.xlsx,unique identification number of the institution,unitid,<na>,F,F,,F,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/F1314_F2_Dict/f1314_f2.xlsx,f1314_f2.xlsx,f1314_f2.xlsx,unique identification number of the institution,unitid,<na>,F,F,,F,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_C_Dict/c2014_c.xlsx,c2014_c.xlsx,c2014_c.xlsx,unique identification number of the institution,unitid,<na>,C,C,,Completions,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_SIS_Dict/s2014_sis.xlsx,s2014_sis.xlsx,s2014_sis.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
UNITID,Unique identification number of the institution,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,s2014_is.xlsx,s2014_is.xlsx,unique identification number of the institution,unitid,<na>,S,S,,S,e1935cde37df0697c7ea4e890ca14c7eb23c74f655d641410bad21ebd64bba58
CSNHPIT,Native Hawaiian or Other Pacific Islander total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_B_Dict/c2014_b.xlsx,c2014_b.xlsx,c2014_b.xlsx,native hawaiian or other pacific islander total,csnhpit,<na>,C,C,,Completions,e58f7fbda0c4683f791b4677ccd66802b381f828020f0c9db56f5c12097546fe
CSNHPIT,Native Hawaiian or Other Pacific Islander total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_C_Dict/c2014_c.xlsx,c2014_c.xlsx,c2014_c.xlsx,native hawaiian or other pacific islander total,csnhpit,<na>,C,C,,Completions,e58f7fbda0c4683f791b4677ccd66802b381f828020f0c9db56f5c12097546fe
CSUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_B_Dict/c2014_b.xlsx,c2014_b.xlsx,c2014_b.xlsx,race/ethnicity unknown total,csunknt,<na>,C,C,,Completions,f118763c84c92a1eafd5c6931e80d0287e9f29e0e09c6659fd608212967d74f3
CSUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/C2014_C_Dict/c2014_c.xlsx,c2014_c.xlsx,c2014_c.xlsx,race/ethnicity unknown total,csunknt,<na>,C,C,,Completions,f118763c84c92a1eafd5c6931e80d0287e9f29e0e09c6659fd608212967d74f3
HRNRALM,Nonresident alien men,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_NH_Dict/s2014_nh.xlsx,s2014_nh.xlsx,s2014_nh.xlsx,nonresident alien men,hrnralm,<na>,HR,HR,,HumanResources,f2637cbb08100ac9b4faa280d1c2977064c7826083f5cee7c85b9a4243c794e4
HRNRALM,Nonresident alien men,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_OC_Dict/s2014_oc.xlsx,s2014_oc.xlsx,s2014_oc.xlsx,nonresident alien men,hrnralm,<na>,HR,HR,,HumanResources,f2637cbb08100ac9b4faa280d1c2977064c7826083f5cee7c85b9a4243c794e4
HRNRALM,Nonresident alien men,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,s2014_is.xlsx,s2014_is.xlsx,nonresident alien men,hrnralm,<na>,HR,HR,,HumanResources,f2637cbb08100ac9b4faa280d1c2977064c7826083f5cee7c85b9a4243c794e4
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_NH_Dict/s2014_nh.xlsx,s2014_nh.xlsx,s2014_nh.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_OC_Dict/s2014_oc.xlsx,s2014_oc.xlsx,s2014_oc.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
HRUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,s2014_is.xlsx,s2014_is.xlsx,race/ethnicity unknown total,hrunknt,<na>,HR,HR,,HumanResources,f3875e8e0c5e978c29e8a214fe183672de9dc470e51cff3bf92b0373ea6b3067
EFWHITW,White women,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014CP_Dict/ef2014cp.xlsx,ef2014cp.xlsx,ef2014cp.xlsx,white women,efwhitw,<na>,EF,EF,,FallEnrollment,f72bce0e4a971c4c2570c11e9fef8b9d462c1fe76a8b480505ce0cfb7724fa0a
EFWHITW,White women,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_Dict/ef2014a.xlsx,ef2014a.xlsx,ef2014a.xlsx,white women,efwhitw,<na>,EF,EF,,FallEnrollment,f72bce0e4a971c4c2570c11e9fef8b9d462c1fe76a8b480505ce0cfb7724fa0a
EFUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014CP_Dict/ef2014cp.xlsx,ef2014cp.xlsx,ef2014cp.xlsx,race/ethnicity unknown total,efunknt,<na>,EF,EF,,FallEnrollment,fbb82e191677f0a3dda66bae1348fa2448668b0c743dcd8d0b5c89c4c0b81132
EFUNKNT,Race/ethnicity unknown total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/EF2014A_Dict/ef2014a.xlsx,ef2014a.xlsx,ef2014a.xlsx,race/ethnicity unknown total,efunknt,<na>,EF,EF,,FallEnrollment,fbb82e191677f0a3dda66bae1348fa2448668b0c743dcd8d0b5c89c4c0b81132
HRWHITT,White total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_NH_Dict/s2014_nh.xlsx,s2014_nh.xlsx,s2014_nh.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRWHITT,White total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_OC_Dict/s2014_oc.xlsx,s2014_oc.xlsx,s2014_oc.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRWHITT,White total,<NA>,<NA>,2014,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2014/S2014_IS_Dict/s2014_is.xlsx,s2014_is.xlsx,s2014_is.xlsx,white total,hrwhitt,<na>,HR,HR,,HumanResources,fddda84b0197c80f164a48c3d3996b688afa6ca96ad0dcaf192633eaf6aa353b
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
HRHISPM,Hispanic or Latino men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,hispanic or latino men,hrhispm,<na>,HR,HR,,HumanResources,00d852df206bc843a6bff2d3d5e45fa2d19eee4a5111219ced1147b514eccb0f
CSWHITT,White total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_B_Dict/c2015_b.xlsx,c2015_b.xlsx,c2015_b.xlsx,white total,cswhitt,<na>,C,C,,Completions,073f28c67622a02dda509be235975178854339696010afc0a61341c4746c40ca
CSWHITT,White total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_C_Dict/c2015_c.xlsx,c2015_c.xlsx,c2015_c.xlsx,white total,cswhitt,<na>,C,C,,Completions,073f28c67622a02dda509be235975178854339696010afc0a61341c4746c40ca
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRUNKNW,Race/ethnicity unknown women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,race/ethnicity unknown women,hrunknw,<na>,HR,HR,,HumanResources,0c5bcc8aea81b81f39a6c429f4892b18df3d80bd8e09900b0de6c452b8efa768
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
HRNHPIM,Native Hawaiian or Other Pacific Islander men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,native hawaiian or other pacific islander men,hrnhpim,<na>,HR,HR,,HumanResources,1587c0da73528768503222586a649c9901b8bf36da62b85f8b7e1520b46ebf33
CS2MORT,Two or more races total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_B_Dict/c2015_b.xlsx,c2015_b.xlsx,c2015_b.xlsx,two or more races total,cs2mort,<na>,C,C,,Completions,161542d1e90f5d7e62c8b834a51a21e005b32aae3309ce9dec69bfc0a9bb3697
CS2MORT,Two or more races total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_C_Dict/c2015_c.xlsx,c2015_c.xlsx,c2015_c.xlsx,two or more races total,cs2mort,<na>,C,C,,Completions,161542d1e90f5d7e62c8b834a51a21e005b32aae3309ce9dec69bfc0a9bb3697
HR2MORM,Two or more races men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
HR2MORM,Two or more races men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
HR2MORM,Two or more races men,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,two or more races men,hr2morm,<na>,HR,HR,,HumanResources,1f42dff0a3d9ed102c9341d94b81ec2195f81364e1f86b188ed3f77457984c52
HRNRALW,Nonresident alien women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRNRALW,Nonresident alien women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRNRALW,Nonresident alien women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRASIAW,Asian women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,asian women,hrasiaw,<na>,HR,HR,,HumanResources,3b83bc71c377a30eed4fe07974296c759bdee55c39f2d4babafbf3bceaa88c83
HRASIAW,Asian women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,asian women,hrasiaw,<na>,HR,HR,,HumanResources,3b83bc71c377a30eed4fe07974296c759bdee55c39f2d4babafbf3bceaa88c83
HRASIAW,Asian women,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,asian women,hrasiaw,<na>,HR,HR,,HumanResources,3b83bc71c377a30eed4fe07974296c759bdee55c39f2d4babafbf3bceaa88c83
OCCUPCAT,Occupation,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/EAP2015_Dict/eap2015.xlsx,eap2015.xlsx,eap2015.xlsx,occupation,occupcat,<na>,EAP,EAP,,EAP,3caa3e4fc8d1c4c41d19fa3ff66e493ef9a78e31ad82eca6c32898fee8feba8b
OCCUPCAT,Occupation,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,occupation,occupcat,<na>,S,S,,S,3caa3e4fc8d1c4c41d19fa3ff66e493ef9a78e31ad82eca6c32898fee8feba8b
CSTOTLT,Grand total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_B_Dict/c2015_b.xlsx,c2015_b.xlsx,c2015_b.xlsx,grand total,cstotlt,<na>,C,C,,Completions,46be4d467a4ec3ba4031b7e35a22e226696516f1c259ddf26f6d073b97d93bdd
CSTOTLT,Grand total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_C_Dict/c2015_c.xlsx,c2015_c.xlsx,c2015_c.xlsx,grand total,cstotlt,<na>,C,C,,Completions,46be4d467a4ec3ba4031b7e35a22e226696516f1c259ddf26f6d073b97d93bdd
CSAIANT,American Indian or Alaska Native total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_B_Dict/c2015_b.xlsx,c2015_b.xlsx,c2015_b.xlsx,american indian or alaska native total,csaiant,<na>,C,C,,Completions,4768ec1af26348dd7ad66a4668edabf40f91712b751a1969a7f49a9c91ac19f0
CSAIANT,American Indian or Alaska Native total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/C2015_C_Dict/c2015_c.xlsx,c2015_c.xlsx,c2015_c.xlsx,american indian or alaska native total,csaiant,<na>,C,C,,Completions,4768ec1af26348dd7ad66a4668edabf40f91712b751a1969a7f49a9c91ac19f0
HRBKAAT,Black or African American total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_OC_Dict/s2015_oc.xlsx,s2015_oc.xlsx,s2015_oc.xlsx,black or african american total,hrbkaat,<na>,HR,HR,,HumanResources,4d4d4b4b47abeec88d9eb79d3746f718325e650fe9c7ab6e398b079df77da302
HRBKAAT,Black or African American total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,black or african american total,hrbkaat,<na>,HR,HR,,HumanResources,4d4d4b4b47abeec88d9eb79d3746f718325e650fe9c7ab6e398b079df77da302
HRBKAAT,Black or African American total,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_IS_Dict/s2015_is.xlsx,s2015_is.xlsx,s2015_is.xlsx,black or african american total,hrbkaat,<na>,HR,HR,,HumanResources,4d4d4b4b47abeec88d9eb79d3746f718325e650fe9c7ab6e398b079df77da302
FACSTAT,Faculty and tenure status,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/EAP2015_Dict/eap2015.xlsx,eap2015.xlsx,eap2015.xlsx,faculty and tenure status,facstat,<na>,EAP,EAP,,EAP,5a844ef9792533fd8a9f6ec96ce3bd36f006b8f320f33194916984ffd00b9457
FACSTAT,Faculty and tenure status,<NA>,<NA>,2015,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2015/S2015_NH_Dict/s2015_nh.xlsx,s2015_nh.xlsx,s2015_nh.xlsx,faculty and tenure status,facstat,<na>,S,S,,S,5a844ef9792533fd8a9f6ec96ce3bd36f006b8f320f33194916984ffd00b9457
